uid,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
13307,0,0.58,0.79,5,197,3,0,0,RandD,medium
13308,0,0.72,0.98,5,197,4,0,0,technical,low
13309,0,0.99,0.73,5,197,4,1,0,technical,low
13310,0,0.79,0.59,5,197,4,0,0,technical,medium
13311,0,0.21,0.58,5,197,4,0,0,technical,low
13312,0,0.23,0.73,5,197,4,1,0,RandD,low
13313,0,0.77,0.83,5,197,4,0,0,management,high
13314,0,0.96,0.58,5,197,4,1,0,IT,low
13315,0,0.94,0.97,5,197,5,1,0,technical,low
13316,0,0.31,0.92,5,197,5,0,0,IT,low
13317,0,0.64,0.67,5,198,2,1,0,support,medium
13318,0,0.64,0.93,5,198,2,0,0,technical,high
13319,0,0.96,0.9,5,198,2,0,0,sales,medium
13320,0,0.93,0.53,5,198,3,0,0,sales,low
13321,0,0.82,0.92,5,198,3,0,0,technical,low
13322,0,0.53,0.78,5,198,3,0,0,technical,low
13323,0,0.74,0.51,5,198,3,0,0,hr,low
13324,0,0.56,0.69,5,198,3,0,0,hr,low
13325,0,0.62,0.76,5,198,3,0,0,sales,low
13326,0,0.62,0.76,5,198,3,0,0,sales,low
13327,0,0.81,0.76,5,198,4,0,0,IT,medium
13328,0,0.19,0.6,5,198,4,0,0,support,high
13329,0,0.48,0.86,5,198,4,0,0,technical,low
13330,0,0.48,0.86,5,198,4,0,0,technical,low
13331,0,0.43,0.39,5,198,5,0,0,RandD,medium
13332,0,0.13,0.61,5,198,5,0,0,sales,medium
13333,0,0.13,0.61,5,198,5,0,0,sales,medium
13334,0,0.73,0.74,5,199,2,0,0,sales,medium
13335,0,0.97,0.63,5,199,2,1,0,IT,high
13336,0,0.66,0.91,5,199,3,1,0,marketing,low
13337,0,0.84,0.95,5,199,3,0,0,accounting,high
13338,0,0.8,0.4,5,199,4,1,0,support,high
13339,0,0.8,0.88,5,199,4,0,0,support,low
13340,0,0.2,0.58,5,199,4,0,0,sales,low
13341,0,0.24,0.62,5,199,4,0,0,sales,low
13342,0,0.75,0.77,5,199,4,0,0,sales,medium
13343,0,0.24,0.62,5,199,4,0,0,sales,low
13344,0,0.75,0.77,5,199,4,0,0,sales,medium
13345,0,0.2,0.49,5,199,5,0,0,sales,low
13346,0,0.24,0.88,5,199,5,1,0,sales,medium
13347,0,0.24,0.88,5,199,5,1,0,sales,medium
13348,0,0.95,0.77,5,199,10,1,0,sales,medium
13349,0,0.95,0.77,5,199,10,1,0,sales,medium
13350,0,0.78,0.63,5,200,2,0,0,technical,low
13351,0,0.7,0.52,5,200,2,1,0,IT,low
13352,0,0.74,0.98,5,200,3,0,0,sales,medium
13353,0,0.86,0.67,5,200,3,0,0,RandD,medium
13354,0,0.79,0.48,5,200,3,0,0,sales,low
13355,0,0.64,0.78,5,200,3,0,0,technical,medium
13356,0,0.8,0.81,5,200,3,0,0,hr,low
13357,0,0.59,0.39,5,200,4,0,0,product_mng,medium
13358,0,0.59,0.39,5,200,4,0,0,product_mng,medium
13359,0,0.19,0.52,5,200,5,0,0,technical,low
13360,0,0.72,0.59,5,200,8,1,0,sales,low
13361,0,0.72,0.59,5,200,8,1,0,sales,low
13362,0,0.69,0.89,5,201,2,0,0,support,low
13363,0,0.6,0.65,5,201,2,0,0,technical,medium
13364,0,0.97,0.95,5,201,2,0,0,technical,low
13365,0,0.94,0.62,5,201,2,0,0,sales,low
13366,0,0.82,0.59,5,201,3,0,0,RandD,low
13367,0,1,0.76,5,201,3,0,0,management,low
13368,0,0.68,0.88,5,201,3,0,0,sales,medium
13369,0,0.93,0.65,5,201,3,0,0,support,medium
13370,0,0.23,0.88,5,201,3,0,0,technical,low
13371,0,0.69,0.75,5,201,3,0,0,accounting,low
13372,0,0.81,0.62,5,201,3,1,0,sales,medium
13373,0,0.15,0.96,5,201,6,0,0,support,low
13374,0,0.58,0.97,5,202,2,0,0,IT,low
13375,0,0.96,0.87,5,202,2,0,0,marketing,low
13376,0,0.49,0.56,5,202,2,0,0,marketing,medium
13377,0,0.99,0.48,5,202,2,0,0,sales,medium
13378,0,0.85,0.9,5,202,3,0,0,IT,low
13379,0,0.75,0.82,5,202,3,1,0,IT,low
13380,0,0.66,0.56,5,202,3,0,0,support,medium
13381,0,0.7,0.65,5,202,3,1,0,technical,medium
13382,0,0.84,0.61,5,202,3,0,0,support,high
13383,0,0.81,0.99,5,202,4,0,0,hr,low
13384,0,0.18,0.46,5,202,4,0,0,support,medium
13385,0,0.56,0.8,5,202,4,0,0,product_mng,low
13386,0,0.28,0.79,5,202,5,0,0,accounting,low
13387,0,0.66,0.69,5,202,6,0,0,sales,low
13388,0,0.56,0.68,5,203,2,0,0,IT,low
13389,0,0.98,0.93,5,203,2,0,0,technical,medium
13390,0,0.68,1,5,203,2,0,0,support,low
13391,0,0.6,0.73,5,203,2,0,0,IT,medium
13392,0,0.69,0.8,5,203,2,1,0,support,high
13393,0,0.66,0.54,5,203,2,0,0,sales,medium
13394,0,0.68,0.52,5,203,3,0,0,IT,low
13395,0,0.89,0.95,5,203,3,0,0,technical,low
13396,0,0.85,0.56,5,203,3,0,0,management,high
13397,0,0.92,0.54,5,203,3,0,0,IT,medium
13398,0,0.94,0.84,5,203,3,0,0,technical,low
13399,0,0.6,0.5,5,203,3,0,0,sales,medium
13400,0,0.57,0.96,5,203,4,0,0,sales,low
13401,0,0.13,0.8,5,203,5,0,0,sales,medium
13402,0,0.98,0.88,5,203,5,1,0,sales,medium
13403,0,0.19,0.8,5,203,6,0,0,product_mng,medium
13404,0,0.82,0.49,5,203,6,0,0,technical,low
13405,0,0.82,0.49,5,203,6,0,0,technical,low
13406,0,0.8,0.64,5,204,2,0,0,support,low
13407,0,0.93,0.53,5,204,2,0,0,support,medium
13408,0,0.76,0.89,5,204,3,0,0,accounting,low
13409,0,0.75,0.55,5,204,3,0,0,support,low
13410,0,0.77,0.71,5,204,3,0,0,sales,high
13411,0,0.73,0.88,5,204,5,0,0,sales,low
13412,0,0.39,1,5,204,5,1,0,management,medium
13413,0,0.69,0.91,5,205,2,0,0,IT,low
13414,0,0.58,0.57,5,205,2,0,0,marketing,high
13415,0,0.96,0.51,5,205,2,1,0,sales,medium
13416,0,0.92,0.58,5,205,2,1,0,management,medium
13417,0,0.6,0.95,5,205,3,0,0,accounting,medium
13418,0,0.65,0.53,5,205,3,1,0,technical,medium
13419,0,0.81,0.5,5,205,3,0,0,sales,medium
13420,0,0.31,0.95,5,205,3,0,0,accounting,low
13421,0,0.82,0.8,5,205,3,0,0,IT,low
13422,0,0.82,0.8,5,205,3,0,0,IT,low
13423,0,0.22,0.81,5,205,4,0,0,RandD,low
13424,0,0.16,0.74,5,205,4,1,0,sales,low
13425,0,0.75,0.59,5,206,2,0,0,marketing,low
13426,0,0.49,0.79,5,206,2,0,0,support,medium
13427,0,0.76,0.66,5,206,2,0,0,support,medium
13428,0,0.66,0.95,5,206,2,0,0,sales,medium
13429,0,0.58,0.55,5,206,3,0,0,technical,medium
13430,0,0.58,0.86,5,206,3,0,0,support,low
13431,0,0.71,0.83,5,206,3,0,0,sales,low
13432,0,0.65,0.64,5,206,3,0,0,technical,low
13433,0,0.65,0.55,5,206,3,0,0,sales,low
13434,0,0.54,0.72,5,206,4,0,0,sales,high
13435,0,0.93,0.7,5,206,4,0,0,accounting,low
13436,0,0.54,0.65,5,206,4,1,0,sales,low
13437,0,0.13,0.73,5,206,5,0,0,sales,medium
13438,0,0.16,0.54,5,206,5,0,0,sales,medium
13439,0,0.16,0.54,5,206,5,0,0,sales,medium
13440,0,0.19,0.63,5,206,6,0,0,RandD,medium
13441,0,0.77,0.67,5,207,2,0,0,sales,low
13442,0,0.87,0.87,5,207,2,0,0,sales,high
13443,0,0.87,0.87,5,207,2,0,0,sales,high
13444,0,0.5,0.95,5,207,3,0,0,technical,low
13445,0,0.47,0.55,5,207,3,0,0,support,low
13446,0,0.68,0.97,5,207,4,1,0,RandD,low
13447,0,0.86,0.93,5,208,2,0,0,IT,low
13448,0,0.86,0.83,5,208,2,1,0,hr,medium
13449,0,0.71,0.99,5,208,2,1,0,accounting,low
13450,0,0.82,0.71,5,208,2,0,0,management,low
13451,0,0.7,0.56,5,208,3,0,0,technical,medium
13452,0,0.84,0.91,5,208,3,0,0,product_mng,low
13453,0,0.55,0.58,5,208,3,0,0,IT,low
13454,0,0.7,0.6,5,208,3,0,0,management,medium
13455,0,0.7,0.6,5,208,3,0,0,management,medium
13456,0,0.79,0.97,5,208,4,1,0,technical,medium
13457,0,0.66,0.64,5,208,4,0,0,RandD,medium
13458,0,0.24,0.55,5,208,5,0,0,RandD,low
13459,0,0.18,0.96,5,208,6,0,0,technical,medium
13460,0,0.71,0.97,5,208,8,1,0,management,medium
13461,0,0.52,0.69,5,208,8,1,0,RandD,low
13462,0,0.71,0.97,5,208,8,1,0,management,medium
13463,0,0.52,0.69,5,208,8,1,0,RandD,low
13464,0,0.56,0.59,5,209,2,1,0,hr,high
13465,0,0.52,0.8,5,209,2,0,0,support,low
13466,0,0.78,0.67,5,209,3,0,0,technical,low
13467,0,0.86,0.94,5,209,4,0,0,sales,low
13468,0,0.44,0.68,5,209,4,0,0,marketing,medium
13469,0,0.15,0.59,5,209,4,1,0,support,medium
13470,0,0.18,0.67,5,209,4,0,0,sales,medium
13471,0,0.63,0.52,5,209,8,1,0,RandD,low
13472,0,0.63,0.52,5,209,8,1,0,RandD,low
13473,0,0.99,0.56,5,210,2,0,0,RandD,medium
13474,0,0.92,0.68,5,210,2,0,0,product_mng,low
13475,0,0.91,0.88,5,210,2,1,0,sales,low
13476,0,0.72,0.67,5,210,2,0,0,management,medium
13477,0,0.94,0.77,5,210,3,0,0,product_mng,high
13478,0,0.79,0.49,5,210,3,0,0,IT,medium
13479,0,0.85,0.57,5,210,3,0,0,sales,low
13480,0,0.75,0.93,5,210,3,0,0,support,medium
13481,0,0.93,0.9,5,210,3,0,0,accounting,low
13482,0,0.63,0.77,5,210,3,0,0,RandD,medium
13483,0,0.71,1,5,210,3,0,0,sales,medium
13484,0,0.82,0.49,5,210,3,0,0,management,high
13485,0,0.82,0.49,5,210,3,0,0,management,high
13486,0,0.49,0.43,5,210,4,1,0,technical,medium
13487,0,0.95,0.81,5,210,4,0,0,sales,medium
13488,0,0.5,0.71,5,210,5,0,0,technical,medium
13489,0,0.24,0.42,5,210,5,0,0,accounting,low
13490,0,0.24,0.42,5,210,5,0,0,accounting,low
13491,0,0.97,0.96,5,210,6,1,0,technical,low
13492,0,0.98,0.98,5,210,6,0,0,sales,low
13493,0,0.16,0.93,5,210,7,0,1,management,medium
13494,0,0.16,0.93,5,210,7,0,1,management,medium
13495,0,0.72,0.73,5,211,2,0,0,technical,medium
13496,0,0.96,0.55,5,211,2,0,0,sales,low
13497,0,0.64,0.92,5,211,2,1,0,IT,medium
13498,0,0.99,0.87,5,211,2,0,0,support,medium
13499,0,0.58,0.78,5,211,3,1,0,marketing,low
13500,0,0.98,0.83,5,211,3,0,0,support,medium
13501,0,0.59,0.96,5,211,3,0,0,sales,medium
13502,0,0.6,0.91,5,211,3,0,0,sales,low
13503,0,0.59,0.96,5,211,3,0,0,sales,medium
13504,0,0.6,0.91,5,211,3,0,0,sales,low
13505,0,0.96,0.85,5,211,4,0,0,support,low
13506,0,0.38,0.68,5,211,6,0,0,technical,low
13507,0,0.97,0.38,5,211,7,1,0,sales,medium
13508,0,0.97,0.38,5,211,7,1,0,sales,medium
13509,0,0.64,0.71,5,212,2,0,0,technical,low
13510,0,0.51,0.86,5,212,2,0,0,support,low
13511,0,0.53,0.4,5,212,3,1,0,technical,medium
13512,0,0.91,0.66,5,212,3,0,0,support,low
13513,0,0.67,0.44,5,212,4,0,0,sales,low
13514,0,0.79,0.54,5,212,4,0,0,marketing,medium
13515,0,0.79,0.9,5,212,5,0,0,technical,low
13516,0,0.63,0.62,5,212,6,0,0,sales,medium
13517,0,0.97,0.55,5,212,6,0,0,sales,high
13518,0,0.97,0.55,5,212,6,0,0,sales,high
13519,0,0.99,0.92,5,213,2,0,0,hr,high
13520,0,0.26,0.69,5,213,2,0,0,accounting,high
13521,0,0.26,0.69,5,213,2,0,0,accounting,high
13522,0,0.71,0.98,5,213,3,0,0,sales,medium
13523,0,0.43,0.44,5,213,3,0,0,sales,low
13524,0,0.6,0.98,5,213,3,0,0,hr,low
13525,0,0.88,0.58,5,213,4,0,0,hr,medium
13526,0,0.66,0.62,5,214,2,0,0,sales,medium
13527,0,0.91,0.85,5,214,2,0,0,IT,low
13528,0,0.63,0.85,5,214,2,0,0,marketing,low
13529,0,0.99,0.5,5,214,2,0,0,technical,low
13530,0,0.92,0.51,5,214,3,0,0,hr,low
13531,0,0.87,0.63,5,214,3,0,0,sales,low
13532,0,0.91,0.65,5,214,3,1,0,marketing,low
13533,0,0.91,0.65,5,214,3,1,0,marketing,low
13534,0,0.23,0.49,5,214,5,0,0,IT,high
13535,0,0.95,0.48,5,214,6,1,1,sales,medium
13536,0,0.26,0.7,5,214,6,1,0,support,low
13537,0,0.81,0.81,5,215,2,0,0,sales,low
13538,0,0.84,0.76,5,215,2,1,0,support,low
13539,0,0.65,0.55,5,215,2,0,0,IT,low
13540,0,0.63,0.79,5,215,2,1,0,accounting,medium
13541,0,0.94,0.58,5,215,2,0,0,RandD,low
13542,0,0.86,0.56,5,215,2,0,0,sales,low
13543,0,0.79,0.65,5,215,2,1,0,sales,medium
13544,0,0.79,0.65,5,215,2,1,0,sales,medium
13545,0,0.69,0.8,5,215,3,0,0,sales,low
13546,0,0.9,0.78,5,215,3,0,1,technical,low
13547,0,0.67,0.57,5,215,4,0,0,technical,low
13548,0,0.14,0.76,5,215,4,0,0,technical,low
13549,0,0.73,0.71,5,215,6,1,0,technical,medium
13550,0,0.97,0.51,5,215,7,0,0,management,high
13551,0,0.97,0.51,5,215,7,0,0,management,high
13552,0,0.74,0.78,5,216,2,0,0,sales,low
13553,0,0.57,0.53,5,216,2,1,0,sales,medium
13554,0,0.56,0.66,5,216,2,0,0,technical,high
13555,0,0.57,0.54,5,216,3,0,0,support,medium
13556,0,0.95,0.57,5,216,3,0,0,product_mng,low
13557,0,0.5,0.6,5,216,3,0,0,sales,medium
13558,0,0.87,0.84,5,216,3,1,0,support,medium
13559,0,0.74,0.67,5,216,3,0,0,sales,low
13560,0,0.74,0.67,5,216,3,0,0,sales,low
13561,0,0.17,0.84,5,216,4,0,0,support,medium
13562,0,0.77,0.83,5,216,4,0,0,IT,medium
13563,0,0.77,0.83,5,216,4,0,0,IT,medium
13564,0,0.15,0.67,5,216,6,0,0,technical,low
13565,0,0.72,0.88,5,216,10,1,0,support,medium
13566,0,0.72,0.88,5,216,10,1,0,support,medium
13567,0,0.6,0.79,5,217,2,0,0,sales,low
13568,0,0.69,0.81,5,217,2,0,0,technical,medium
13569,0,0.75,0.94,5,217,2,0,0,support,medium
13570,0,0.52,0.98,5,217,2,1,0,technical,low
13571,0,0.76,0.8,5,217,2,0,0,sales,medium
13572,0,0.75,0.94,5,217,2,0,0,support,medium
13573,0,0.52,0.98,5,217,2,1,0,technical,low
13574,0,0.76,0.8,5,217,2,0,0,sales,medium
13575,0,0.84,0.62,5,217,3,0,0,sales,low
13576,0,0.13,0.76,5,217,3,0,0,support,low
13577,0,0.98,0.71,5,217,3,0,0,sales,medium
13578,0,0.83,0.52,5,217,3,0,0,RandD,low
13579,0,0.8,0.6,5,217,3,0,0,management,high
13580,0,0.83,0.52,5,217,3,0,0,RandD,low
13581,0,0.8,0.6,5,217,3,0,0,management,high
13582,0,0.18,0.55,5,217,4,0,0,IT,low
13583,0,0.92,0.77,5,217,4,0,0,marketing,low
13584,0,0.27,0.47,5,217,6,0,0,accounting,medium
13585,0,0.89,0.39,5,218,2,0,0,technical,low
13586,0,0.89,0.39,5,218,2,0,0,technical,low
13587,0,0.58,0.98,5,218,3,0,0,RandD,low
13588,0,0.57,0.82,5,218,3,0,0,support,medium
13589,0,0.17,0.56,5,218,4,1,0,support,medium
13590,0,0.2,0.52,5,218,5,0,0,technical,medium
13591,0,0.68,0.89,5,218,5,0,0,sales,low
13592,0,0.68,0.89,5,218,5,0,0,sales,low
13593,0,0.9,0.87,5,219,2,0,0,marketing,medium
13594,0,0.86,0.55,5,219,2,0,0,technical,medium
13595,0,0.88,0.71,5,219,2,0,0,IT,medium
13596,0,0.72,0.67,5,219,3,0,0,IT,low
13597,0,0.82,0.69,5,219,3,0,0,IT,medium
13598,0,0.94,0.66,5,219,3,0,0,support,low
13599,0,0.69,0.52,5,219,3,0,0,sales,low
13600,0,0.67,0.5,5,219,3,0,0,IT,medium
13601,0,0.23,0.74,5,219,4,0,0,sales,medium
13602,0,0.55,0.4,5,219,4,0,0,IT,medium
13603,0,0.13,0.76,5,219,4,0,0,technical,low
13604,0,0.13,0.76,5,219,4,0,0,technical,low
13605,0,0.69,0.92,5,220,2,0,0,product_mng,medium
13606,0,0.25,0.65,5,220,3,0,0,sales,low
13607,0,0.55,0.83,5,220,3,0,0,hr,low
13608,0,0.89,0.74,5,220,3,0,0,IT,medium
13609,0,0.6,0.64,5,221,2,0,0,technical,low
13610,0,0.65,0.49,5,221,2,0,0,management,low
13611,0,0.99,0.94,5,221,2,0,0,sales,medium
13612,0,0.98,0.92,5,221,3,1,0,product_mng,medium
13613,0,0.17,0.51,5,221,3,0,0,sales,low
13614,0,0.74,0.54,5,221,3,0,0,technical,medium
13615,0,0.57,0.48,5,221,3,0,0,support,medium
13616,0,0.77,0.85,5,221,5,0,0,technical,low
13617,0,0.23,0.48,5,221,6,0,0,sales,medium
13618,0,0.95,0.52,5,222,2,0,0,sales,low
13619,0,0.93,0.55,5,222,2,0,0,sales,low
13620,0,0.99,0.77,5,222,2,0,0,accounting,medium
13621,0,0.74,0.96,5,222,2,0,0,support,high
13622,0,0.51,0.79,5,222,2,0,0,technical,low
13623,0,0.69,0.76,5,222,3,1,0,sales,low
13624,0,0.5,0.89,5,222,3,0,0,sales,low
13625,0,0.59,0.71,5,222,3,0,0,technical,low
13626,0,0.64,0.86,5,222,3,0,0,sales,medium
13627,0,0.65,0.57,5,222,3,0,0,hr,low
13628,0,0.97,0.86,5,222,3,0,0,technical,low
13629,0,0.73,0.61,5,222,3,0,0,sales,high
13630,0,0.94,0.58,5,222,3,0,0,technical,low
13631,0,0.85,0.98,5,222,3,0,1,sales,medium
13632,0,0.75,0.84,5,222,3,1,0,IT,medium
13633,0,0.85,0.98,5,222,3,0,1,sales,medium
13634,0,0.75,0.84,5,222,3,1,0,IT,medium
13635,0,0.56,0.92,5,222,4,0,0,support,medium
13636,0,0.51,0.51,5,222,4,0,0,hr,low
13637,0,0.79,0.67,5,222,4,0,0,technical,low
13638,0,0.76,0.56,5,222,10,0,0,management,high
13639,0,0.76,0.56,5,222,10,0,0,management,high
13640,0,0.98,0.77,5,223,2,1,0,support,medium
13641,0,0.97,0.77,5,223,2,0,0,support,low
13642,0,0.21,0.65,5,223,3,1,0,sales,low
13643,0,0.89,0.94,5,223,3,0,0,sales,medium
13644,0,0.72,0.96,5,223,3,1,0,support,low
13645,0,0.79,0.6,5,223,3,0,0,sales,low
13646,0,0.5,0.89,5,223,3,0,0,marketing,low
13647,0,0.91,0.88,5,223,3,0,0,support,low
13648,0,0.83,0.8,5,223,3,0,0,technical,low
13649,0,0.73,0.89,5,223,3,0,0,sales,low
13650,0,0.65,0.89,5,223,3,1,0,accounting,medium
13651,0,0.65,0.89,5,223,3,1,0,accounting,medium
13652,0,0.5,0.91,5,224,2,1,0,management,medium
13653,0,0.89,0.66,5,224,2,0,0,sales,medium
13654,0,0.93,0.77,5,224,2,0,0,marketing,low
13655,0,0.53,0.55,5,224,2,1,0,hr,low
13656,0,0.88,0.68,5,224,2,0,0,technical,low
13657,0,0.3,0.76,5,224,2,0,0,product_mng,medium
13658,0,0.84,0.56,5,224,2,0,0,support,medium
13659,0,0.74,0.87,5,224,2,0,0,support,medium
13660,0,0.84,0.56,5,224,2,0,0,support,medium
13661,0,0.74,0.87,5,224,2,0,0,support,medium
13662,0,0.63,0.59,5,224,3,0,0,sales,low
13663,0,0.71,0.55,5,224,3,0,0,hr,medium
13664,0,0.71,0.63,5,224,3,1,0,sales,medium
13665,0,0.89,0.91,5,224,3,1,0,sales,low
13666,0,0.58,0.9,5,224,3,0,0,RandD,high
13667,0,0.96,0.53,5,224,4,0,0,sales,low
13668,0,0.73,0.85,5,224,4,0,0,IT,low
13669,0,0.32,0.67,5,224,4,1,0,accounting,medium
13670,0,0.92,0.63,5,224,8,1,0,sales,low
13671,0,0.92,0.63,5,224,8,1,0,sales,low
13672,0,0.82,0.52,5,225,2,0,0,accounting,high
13673,0,0.9,0.62,5,225,2,0,0,sales,medium
13674,0,0.51,0.88,5,225,2,1,0,IT,low
13675,0,0.87,0.7,5,225,3,0,0,product_mng,medium
13676,0,0.67,0.69,5,225,3,0,0,accounting,medium
13677,0,0.95,0.68,5,225,3,0,0,sales,medium
13678,0,0.69,0.83,5,225,3,0,0,management,low
13679,0,0.61,0.68,5,225,4,0,0,technical,low
13680,0,0.51,0.78,5,225,4,0,0,RandD,low
13681,0,0.84,0.93,5,225,4,0,0,sales,high
13682,0,0.7,0.68,5,225,7,0,0,sales,medium
13683,0,0.7,0.68,5,225,7,0,0,sales,medium
13684,0,0.65,0.96,5,226,2,1,0,marketing,medium
13685,0,0.9,0.64,5,226,2,0,0,technical,low
13686,0,0.54,0.76,5,226,2,0,0,IT,low
13687,0,0.5,0.9,5,226,2,0,0,management,high
13688,0,0.5,0.9,5,226,2,0,0,management,high
13689,0,0.19,0.51,5,226,3,0,0,sales,medium
13690,0,0.55,0.62,5,226,3,0,0,IT,medium
13691,0,0.98,0.42,5,226,3,0,0,technical,low
13692,0,0.21,0.63,5,226,3,0,0,support,medium
13693,0,0.14,0.8,5,226,3,0,0,sales,medium
13694,0,0.59,0.92,5,226,3,0,0,support,medium
13695,0,0.71,0.68,5,226,3,0,0,technical,low
13696,0,0.71,0.68,5,226,3,0,0,technical,low
13697,0,0.19,0.98,5,226,4,1,0,accounting,low
13698,0,0.69,0.9,5,226,4,0,0,sales,high
13699,0,0.77,0.56,5,226,4,0,0,sales,low
13700,0,0.63,0.52,5,226,4,0,0,marketing,medium
13701,0,0.27,0.59,5,226,5,0,0,sales,low
13702,0,0.35,0.5,5,227,2,0,0,support,low
13703,0,0.69,0.57,5,227,2,0,0,support,low
13704,0,0.63,0.74,5,227,2,0,0,technical,low
13705,0,0.69,0.74,5,227,2,0,0,technical,medium
13706,0,0.69,0.74,5,227,2,0,0,technical,medium
13707,0,0.65,0.6,5,227,3,0,0,RandD,low
13708,0,0.66,0.75,5,227,3,1,0,sales,medium
13709,0,0.48,0.57,5,227,3,0,0,support,medium
13710,0,0.82,0.58,5,227,3,0,0,RandD,low
13711,0,0.69,0.57,5,227,4,0,0,IT,low
13712,0,0.42,0.94,5,227,5,0,0,sales,medium
13713,0,0.76,0.72,5,228,2,0,0,sales,high
13714,0,0.58,0.84,5,228,3,0,0,product_mng,medium
13715,0,0.79,0.65,5,228,3,0,1,technical,medium
13716,0,0.88,0.65,5,228,3,0,0,sales,medium
13717,0,0.88,0.65,5,228,3,0,0,sales,medium
13718,0,0.24,0.89,5,228,4,1,0,support,high
13719,0,0.91,0.99,5,228,4,1,0,sales,low
13720,0,0.97,0.75,5,228,4,0,0,sales,low
13721,0,0.18,0.73,5,228,5,0,0,support,low
13722,0,0.2,0.9,5,228,6,0,0,sales,medium
13723,0,0.76,0.8,5,229,2,0,0,marketing,medium
13724,0,0.63,0.82,5,229,2,0,0,support,medium
13725,0,0.99,0.97,5,229,2,0,0,technical,medium
13726,0,0.99,0.63,5,229,2,0,0,support,medium
13727,0,0.75,0.75,5,229,2,1,0,sales,medium
13728,0,0.62,0.64,5,229,2,0,0,hr,medium
13729,0,0.6,0.7,5,229,2,0,0,technical,medium
13730,0,0.69,0.61,5,229,3,0,0,technical,medium
13731,0,0.54,0.94,5,229,3,1,0,product_mng,low
13732,0,0.8,0.74,5,229,3,1,0,technical,low
13733,0,0.55,0.81,5,229,3,0,0,hr,low
13734,0,0.15,0.39,5,229,4,0,0,sales,low
13735,0,0.56,0.56,5,229,4,1,0,support,low
13736,0,0.5,0.96,5,229,4,0,0,marketing,medium
13737,0,0.81,0.68,5,230,2,0,0,support,medium
13738,0,0.86,0.77,5,230,2,0,0,sales,medium
13739,0,0.79,0.57,5,230,2,0,0,technical,low
13740,0,0.96,0.62,5,230,2,0,0,sales,medium
13741,0,0.61,0.85,5,230,3,0,0,support,low
13742,0,0.61,0.63,5,230,3,0,0,sales,medium
13743,0,0.73,0.58,5,230,3,0,0,sales,low
13744,0,0.88,0.59,5,230,3,0,0,support,medium
13745,0,0.73,0.74,5,230,3,0,0,support,low
13746,0,0.56,0.85,5,230,3,0,0,accounting,medium
13747,0,0.15,0.91,5,230,3,0,0,support,medium
13748,0,0.76,0.62,5,230,3,1,0,marketing,low
13749,0,0.15,0.91,5,230,3,0,0,support,medium
13750,0,0.76,0.62,5,230,3,1,0,marketing,low
13751,0,0.84,0.73,5,230,4,1,0,accounting,low
13752,0,0.51,0.88,5,230,4,0,0,technical,medium
13753,0,0.12,0.84,5,230,4,0,0,sales,medium
13754,0,0.44,0.61,5,230,6,0,0,marketing,low
13755,0,0.44,0.61,5,230,6,0,0,marketing,low
13756,0,0.61,0.79,5,230,10,0,0,management,high
13757,0,0.61,0.79,5,230,10,0,0,management,high
13758,0,0.81,0.61,5,231,2,0,0,RandD,medium
13759,0,0.69,0.9,5,231,2,1,0,support,low
13760,0,0.82,0.78,5,231,2,1,0,IT,low
13761,0,0.94,0.55,5,231,2,0,0,sales,medium
13762,0,0.75,0.56,5,231,2,0,0,RandD,low
13763,0,1,0.93,5,231,2,0,0,marketing,medium
13764,0,1,0.93,5,231,2,0,0,marketing,medium
13765,0,0.75,0.74,5,231,3,0,1,marketing,medium
13766,0,0.49,0.91,5,231,3,0,0,RandD,medium
13767,0,0.55,0.5,5,231,3,0,0,marketing,low
13768,0,0.19,0.64,5,231,4,1,0,IT,medium
13769,0,0.29,0.56,5,231,6,0,0,RandD,medium
13770,0,0.93,0.7,5,231,7,0,1,sales,high
13771,0,0.93,0.7,5,231,7,0,1,sales,high
13772,0,0.82,0.6,5,232,2,0,0,technical,medium
13773,0,0.98,0.88,5,232,3,0,0,marketing,low
13774,0,0.51,0.93,5,232,3,0,0,support,medium
13775,0,0.82,0.78,5,232,3,0,0,RandD,low
13776,0,0.24,0.57,5,232,3,0,0,sales,medium
13777,0,0.82,0.51,5,232,3,0,0,marketing,medium
13778,0,0.89,0.77,5,232,3,0,0,sales,low
13779,0,0.89,0.77,5,232,3,0,0,sales,low
13780,0,0.55,0.72,5,232,4,0,0,sales,low
13781,0,0.73,0.45,5,232,4,0,0,accounting,low
13782,0,0.69,0.48,5,232,4,0,0,sales,medium
13783,0,0.69,0.48,5,232,4,0,0,sales,medium
13784,0,0.31,0.98,5,232,5,0,0,marketing,low
13785,0,0.61,0.77,5,232,7,0,0,sales,medium
13786,0,0.61,0.77,5,232,7,0,0,sales,medium
13787,0,0.82,0.52,5,233,2,0,0,support,medium
13788,0,0.77,0.71,5,233,2,0,0,technical,low
13789,0,0.61,0.95,5,233,3,0,0,technical,medium
13790,0,0.86,0.98,5,233,3,0,0,technical,low
13791,0,0.78,0.79,5,233,3,1,0,RandD,high
13792,0,0.83,0.87,5,233,3,0,0,sales,low
13793,0,0.6,0.75,5,233,3,1,0,sales,low
13794,0,0.54,0.97,5,233,3,1,0,marketing,low
13795,0,0.68,0.78,5,233,3,0,0,technical,high
13796,0,0.65,0.79,5,233,3,0,0,support,low
